Title,Owner,State,City/District,Periodity
SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",GOA,PANAJI,W
METRO TIMES,ANUM MEDIA (INDIA) PVT. LTD.,GOA,PANAJI,W
RASHTRIYA VICHARANCHE DAINIK GOA TIMES,ULHAS PUBLICATIONS PVT. LTD.,GOA,PANJIM,D
WEST COAST TIMES,TIMBLO PUBLICATIONS,GOA,SOUTH GOA/ MARGAO,D
EASTERN TIMES,VISHWANATH RAMKAILASH CHOUDHARY,GUJ,AHEMDABAD,W
TIMES PRESS INTERNATIONAL,DHARMENDRA JINENDRA JAIN,GUJ,AHEMEDABAD,W
THE ECONOMIC TIMES,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMADABAD,D
LOHANA INTERNATIONAL TIMES,KISHOR A. THAKKAR,GUJ,AHMADABAD,F
SHALBY TIMES,FRIENDS OF SHALBY FOUNDATION,GUJ,AHMADABAD,M
TIMES OF TIMBER,RAJENDRAPRASAD GHANSHYAMPRASAD JANI,GUJ,AHMADABAD,M
LOHANA INTERNATIONAL TIMES,KISHOR A. THAKKAR,GUJ,AHMADABAD,M
THE ECONOMIC TIMES ON SUNDAY,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMADABAD,W
CRIME TODAY TIMES,SHAILESH CHANDRAKANT GOR,GUJ,AHMADABAD,W
PHYSIO TIMES,BHUMIKA MUKESH NAYAK,GUJ,AHMEDABAD,BM
THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,D
AROUND THE TIMES,ASHOK BEDI,GUJ,AHMEDABAD,D
TIMES OF KARNAVATI,URVISH N. VYAS,GUJ,AHMEDABAD,D
WESTERN TIMES,WESTERN TIMES PUBLICATIONS PVT. LTD.,GUJ,AHMEDABAD,D
TIMES PRESS INTERNATIONAL,DHARMENDER JAIN,GUJ,AHMEDABAD,D
SURAT TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,D
THE FRIDAY TIMES SAMACHAR,FAYAZ H.A.SAIKH,GUJ,AHMEDABAD,D
TIMES OF AHMEDABAD,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,D
FINANCIAL TIMES INCORPARTING THE TIMES OF INDIA,BENNETT COLEMAN & CO. LTD.,GUJ,AHMEDABAD,D
TIMES DAY,MANISH SARAF,GUJ,AHMEDABAD,D
SAAMNA TIMES,SHIV DARSHAN PRAKASHAN,GUJ,AHMEDABAD,D
AHMEDABAD TIMES MASALA MIX,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,D
TIMES OF RANIP,ROHIT K.PATEL,GUJ,AHMEDABAD,D
THE ECONOMIC TIMES,"BENNETT, COLEMAN & CO. LTD",GUJ,AHMEDABAD,D
TIMES OF BARODA,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,D
ARVALLI TIMES,HARDIK M. DESAI,GUJ,AHMEDABAD,D
RABTA TIMES,AYAAN PUBLICATION PRIVATE LIMITED,GUJ,AHMEDABAD,D
TIMES OF CHANDLODIA,PARESH H. KOTHARI,GUJ,AHMEDABAD,D
BARODA TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,D
STATE TIMES,MRG PUBLICATION PVT.LTD.,GUJ,AHMEDABAD,D
TIMES PRESS INTERNATIONAL,NOT GIVEN,GUJ,AHMEDABAD,D
AHMEDABAD TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,D
WESTERN TIMES,WESTERN TIMES PUBLICATION PVT. LTD.,GUJ,AHMEDABAD,D
THE VENUS TIMES,AKSHESHKUMAR SAVALIYA,GUJ,AHMEDABAD,D
RAJAL TIMES,PANCHAL KIRAN MOHANLAL,GUJ,AHMEDABAD,D
SATYA TIMES,DAKSHESH MAHENDRAKUMAR PRAJAPATI,GUJ,AHMEDABAD,D
DUDHESHWAR TIMES,KANUBHAI PURSHOTTAMDAS MISTRY,GUJ,AHMEDABAD,F
KESARI TIMES,TRIVEDI SHAKUNTALABEN NATWARLAL,GUJ,AHMEDABAD,F
SAMAJ TIMES,SOLANKI KARASAN BHIMAJIBHAI,GUJ,AHMEDABAD,F
PRACHAR TIMES,JAYPRAKASH T. DEVMORARI,GUJ,AHMEDABAD,F
BHAVYA TIMES,SAMITA JOSHI,GUJ,AHMEDABAD,F
DHOLERA TIMES,JITENDRA M. TRIVEDI,GUJ,AHMEDABAD,F
SHAHIBAUG TIMES,JANI HIRAL JAYDRATHKUMAR,GUJ,AHMEDABAD,F
DIGVIJAY TIMES,RANJAN M. SHUKLA,GUJ,AHMEDABAD,F
ALKAPURI TIMES,MANOJ BHIKHABHAI PATEL,GUJ,AHMEDABAD,F
NATION TIMES,SADIQ HUSSAIN MEHBOOBMIYA QURESHI,GUJ,AHMEDABAD,F
SAMTA TIMES,KAMLESH KAPADIA,GUJ,AHMEDABAD,F
VASTRAPUR TIMES,BHAKTI P. VORA,GUJ,AHMEDABAD,F
TEACHERS TIMES,CHAUDHARI BALDEVBHAI MADHABHAI,GUJ,AHMEDABAD,F
RAIPUR TIMES,THAKOR AJAYKUMAR TULSIDAS,GUJ,AHMEDABAD,F
AHMEDABAD LAW TIMES,SHITAL ARVINDBHAI SONI,GUJ,AHMEDABAD,M
JIVDAYA PASHU PAKSHI MANAV TIMES,LALBHAI B. SHAH,GUJ,AHMEDABAD,M
BAPUNAGAR TIMES,"BHASKAR HARIDEVRE,",GUJ,AHMEDABAD,M
GARVI TIMES,MANHAR R. THAKKAR,GUJ,AHMEDABAD,M
PATANVADA DARJI TIMES,NIMISHA BRIJESHBHAI VADHWANA,GUJ,AHMEDABAD,M
PEOPLE'S TIMES,PROF NARAYAN D BATRA,GUJ,AHMEDABAD,M
BHAMASHA TIMES,SURESH K.MALANI,GUJ,AHMEDABAD,M
THE TIMES OF KANSARA SAMAJ,SAMAST KANSARA SAMAJ (GUJARAT),GUJ,AHMEDABAD,M
RAO TIMES,KISHAN SINGH RAO,GUJ,AHMEDABAD,M
ASTRO TIMES,MAHENDRAKUMAR D. PANDYA,GUJ,AHMEDABAD,M
AMRUT PACKAGING TIMES,KASHMIRA M PARMAR,GUJ,AHMEDABAD,M
DAIRY MOTEL TIMES,SAGAR PUBLICATIONS,GUJ,AHMEDABAD,M
THE TIMES OF ANAND,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,TWW
INSURANCE TIMES,PRAVIN R.GHAMANDE,GUJ,AHMEDABAD,W
THAKOR TIMES,THAKOR DILIPBHAI GANDAJI,GUJ,AHMEDABAD,W
NAV PRABHAT TIMES KARNAWATI,RAVI R.THAKOR,GUJ,AHMEDABAD,W
MANOHAR TIMES,MANHARLAL BABULAL THAKKAR,GUJ,AHMEDABAD,W
AREA TIMES,VYAS SANDIP SUBHASH CHANDRA,GUJ,AHMEDABAD,W
NOOR TIMES,MOHMAD SALIM IBRAHIMBHAI SHAIKH,GUJ,AHMEDABAD,W
THE SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,W
GARVI TIMES,MANHAR R. THAKKAR,GUJ,AHMEDABAD,W
TIMES OF CHANDLODIA,PARESH H. KOTHARI,GUJ,AHMEDABAD,W
THE ECONOMIC TIMES WEALTH,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,W
SATYA TIMES,DAKSHESH MAHENDRAKUMAR PRAJAPATI,GUJ,AHMEDABAD,W
GUJARAT ONE TIMES,VINODBHAI KALABHAI BABARIYA,GUJ,AHMEDABAD,W
ROSHAN TIMES,MAZHAR SHAIKH,GUJ,AHMEDABAD,W
RURAL TIMES,CHAUHAN RAJESH JAYVANTRAV,GUJ,AHMEDABAD,W
HERITAGE TIMES,MAHESHKUMAR BHAGVATIPRASAD THAKAR,GUJ,AHMEDABAD,W
EDUCATION TIMES,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,W
NARODA TIMES,CHANDRAKANT BALDEVSINH CHAUHAN,GUJ,AHMEDABAD,W
THE VISHWAS TIMES,PARASBHAI SURESHCHANDRA PANDYA,GUJ,AHMEDABAD,W
TIMES OF RANIP,ROHIT K.PATEL,GUJ,AHMEDABAD,W
JAY MATAJI TIMES,RATHOD RAJENDRASINH DOULATSINH,GUJ,AHMEDABAD,W
TEJAS TIMES,GIRISHKUMAR VASANTBHAI SHUKAL,GUJ,AHMEDABAD,W
NAVA VADAJ TIMES,BHARGAV GANPATLAL SUNDARAM,GUJ,AHMEDABAD,W
ECONOMIC TIMES ON SATURDAY,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,W
FORTUNE TIMES,SMT JATAN JAIN,GUJ,AHMEDABAD,W
GHATLODIA TIMES,RAJESHBHAI KANJIBHAI PATEL,GUJ,AHMEDABAD,W
AHIR TIMES,JAYANT HARSHADBHAI AHIR,GUJ,AHMEDABAD,W
MURLIACHAK TIMES,CHANDRA MOHAN JHA,GUJ,AHMEDABAD,W
TIMES WEEKLY,"BENETT,COLEMAN & CO.LTD",GUJ,AHMEDABAD,W
ROJGAR TIMES,HARISHBHAI G. PRAJAPATI,GUJ,AHMEDABAD,W
ATRESHWAR TIMES,KARANSINH HAKUBHA SOLANKI,GUJ,AHMEDABAD,W
PADAMNETRA TIMES,RASHMIKANT BABULAL MEHTA,GUJ,AHMEDABAD,W
THE ECONOMIC TIMES ON SATURDAY,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,W
THE TIMES OF VAPI,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,W
NAV PRABHAT TIMES,R.J.SINGH,GUJ,AHMEDABAD,W
GUJARAT LAW TIMES,CHANDRAKANT CHIMANLAL VORA,GUJ,AHMEDABAD,W
THE ECONOMIC TIMES MAGAZINE,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD,W
METRO TIMES,AMITBHAI BHARATBHAI BHAVSAR,GUJ,AHMEDABAD,W
PANAH TIMES,PANAH FOUNDATION,GUJ,AHMEDABAD,W
NAVJAGRUTI TIMES,PRAVIN R.GHAMANDE,GUJ,AHMEDABAD,W
AHMEDABAD TIMES,"BENNETT, COLEMAN & CO.LTD",GUJ,AHMEDABAD CITY,D
GIRIRAJ TIMES,KETAN M.PATNI,GUJ,AMRELI,D
NEW KATHIYAWAD TIMES,BLOCH AZEEMBHAI A.,GUJ,AMRELI,D
AVADH TIMES,BHARAT KUMAR DEVRAJBHAI CHAUHAN,GUJ,AMRELI,D
AMRELI TIMES,SHAILASH KUMAR HIRALAL RUPAREL,GUJ,AMRELI,D
DARSHIL TIMES,KIRIPKUMAR MOTILAL MEHTA,GUJ,AMRELI,W
KUNKAVAV TIMES,KALENA BHIKHABHAI GOKALBHAI,GUJ,AMRELI,W
SAVARKUNDLA TIMES,D.J.BHATT,GUJ,AMRELI,W
VARACHHA TIMES,DIPAKBHAI PARSHOTAMBHAI DHAKAN,GUJ,AMRELI,W
LILIA TIMES,HARDIK J.DAVE,GUJ,AMRELI,W
SANATAN TIMES,KISHORE VRAJLAL SARAVIYA,GUJ,AMRELI,W
ACCURATE TIMES,RAJESH KUMAR J DOSHI,GUJ,AMRELI,W
MAHA GUJARAT TIMES,MIHIRKUMAR MAKRANDBHAI TRIVEDI,GUJ,ANAND,D
SAAMNA TIMES,SHIV DARSHAN PRAKASHAN,GUJ,ANAND,D
YOUNG TECHNOLOGY TIMES,PRANAY JAYNARAYAN SHUKLA,GUJ,ANAND,F
IMMIGRATION TIMES,EARTH PUBLICATIONS,GUJ,ANAND,F
SPET TIMES,SARDAR PATEL EDUCATION TRUST,GUJ,ANAND,W
KHAMBHAT TIMES,MUNIRUDDIN KHERUDDIN,GUJ,ANAND,W
BORSAD TIMES,MEHULKUMAR KANUBHAI PARMAR,GUJ,ANAND,W
SAHYOG TIMES,MANOR HIRABHAI JOSHI,GUJ,ANJAR KUTCH,M
BHARAT DISHA TIMES,AGRAWAL PAWANKUMAR RAMSWROOP,GUJ,BANAS KANTHA,D
KANKREJ TIMES,HARILAL JAMNALAL THAKKAR,GUJ,BANAS KANTHA,F
SHREE CHARBHAI TIMES,RATANLAL MATHURALAL OJHA,GUJ,BANAS KANTHA,F
AKHIL AANJANA TIMES,SAVJIBHAI OKHABHAI CHAUDHARY,GUJ,BANAS KANTHA,W
TIMES OF PALANPUR,SHAHID AHEMAD DADMAHAMAD QURESHI,GUJ,BANAS KANTHA,W
RADHANPRU TIMES,HIMATLAL T. MULANI,GUJ,BANAS KANTHA,W
DEESA TIMES,VIRENDRAKUMAR AJAYKUMAR KAPOOR,GUJ,BANAS KANTHA,W
I TIMES,RATILAL MAGHAJI THAKKAR,GUJ,BANAS KANTHA,W
SASAM TIMES,DAHYABHAI CHELABHAI PARMAR,GUJ,BANAS KANTHA,W
TIMES OF BANAS,MAHENDRA KUMAR LADURAM AGRAWAL,GUJ,BANASKANTHA,W
DANT TIMES,PARMA DUNJARBHAI BHAGWANBHAI,GUJ,BANASKANTHA/ PALANPUR,F
BALARAM TIMES,KIRIT KUMAR TRIVEDI,GUJ,BANASKANTHA/ PALANPUR,W
BHARUCH TIMES,SHRI SAI PRAKASHAN PVT.LTD,GUJ,BHARUCH,D
PATEL TIMES,SULEMAN HAJI YUSUF BHUTTA,GUJ,BHARUCH,M
HSE TIMES,VIKAS BRIJBHAN SINGH,GUJ,BHARUCH,M
RAJPIPLA TIMES,AYAZ U. ARAB,GUJ,BHARUCH,W
MONDAY TIMES,UPENDRABHAI J.RATHOD,GUJ,BHARUCH,W
BHAVNAGAR TIMES,HARSHADRAI H.MEHTA,GUJ,BHAVNAGAR,F
SUNRISE TIMES,DEVDUTT BHASKARBHAI VYAS,GUJ,BHAVNAGAR,M
ADIVASI TIMES,HARESHBHAI KARSHANBHAI PARMAR,GUJ,BHAVNAGAR,W
TALAJA TIMES,JUSABBHAI I. SIDATAR,GUJ,BHAVNAGAR,W
MAHUVA TIMES,HARIBHAI CHHITHARBHAI WAGH,GUJ,BHAVNAGAR,W
PALITANA TIMES,GRVANSINH C. SARVAIYA,GUJ,BHAVNAGAR,W
SHETRUNJAY TIMES,REVASHANKAR J. KUTUCHCHHI,GUJ,BHAVNAGAR,W
VACANCY TIMES,RAJYAGURU JIGNESH HEMENDRABHAI,GUJ,BHAVNAGAR,W
SHIHOR TIMES,LALIT KUMAR PRANSHANKAR TRIVEDI,GUJ,BHAVNAGAR,W
EVERY TIMES,SURESH NATUBHAI TRIVEDI,GUJ,BHAVNAGAR,W
GANGA TIMES,GIRISH VRIJLAL JOSHI,GUJ,BHAVNAGAR,W
PRABHU TIMES,VALLABHBHAI RAMBHAI KATARIYA,GUJ,BHAVNAGAR,W
MOHINI TIMES,PRAKASH KALYANJIBHAI DAVE,GUJ,BHAVNAGAR,W
ALANG TIMES,JENI NITAN AMRUTLAL,GUJ,BHAVNAGAR,W
BHUJ TIMES,VINOD SHIVJI GALA,GUJ,BHUJ-KUTCH,W
DAHOD TODAY TIMES,NIRAJ KUMAR VALJIBHAI MEDA,GUJ,DAHOD,W
OKHAMANDAL TIMES,BALUBHA SUMARABHA HATHAL,GUJ,DEVBHOOMI DWARKA,F
RAJYAGURU TIMES,RAMKRUSHAN NARBHESHANKAR RAJYAGURU,GUJ,DEVBHOOMI DWARKA,W
SORATHIYA TIMES,VIMAL J CHAUHAN,GUJ,DEVBHOOMI DWARKA,W
SUPRABHAT TIMES,AGRAWAL NIHAL MANOJ KUMAR,GUJ,DOHAD,F
THE SIDDHARTH TIMES,RAVI AJABLAL PANCHOLI,GUJ,DOHAD,F
WESTERN TIMES,WESTERN TIMES PUBLICATION PVT. LTD.,GUJ,GANDHINAGAR,D
AVADH TIMES,BHARAT KUMAR DEVRAJBHAI CHAUHAN,GUJ,GANDHINAGAR,D
GIRIRAJ TIMES,KETAN M.PATNI,GUJ,GANDHINAGAR,D
PATNAGAR TIMES,SAVITABEN SARDARJI THAKOR,GUJ,GANDHINAGAR,D
GANDHINAGAR TIMES,HARSHAD KUMAR BHURABHAI PRAJAPATI,GUJ,GANDHINAGAR,D
BHARAT TIMES,LAXMANBHAI B. PATEL,GUJ,GANDHINAGAR,D
CAPITAL TIMES,VIMAL KUMAR V. PATEL,GUJ,GANDHINAGAR,D
DAYANAND TIMES,HARISH RANA,GUJ,GANDHINAGAR,F
TAHELKA TIMES,VITHALBHAI KARSANBHAI SHINGALA,GUJ,GANDHINAGAR,F
CAPITAL TIMES,VIMAL KUMAR V. PATEL,GUJ,GANDHINAGAR,F
GANDHIDHAM TIMES,EDUCATIONAL & SOCIAL TRUST,GUJ,GANDHINAGAR,W
UTTAR GUJARAT TIMES,LAXMANBHAI B.PATEL,GUJ,GANDHINAGAR,W
CAPITAL TIMES,VIMAL KUMAR V. PATEL,GUJ,GANDHINAGAR,W
TIMES TODAY,VITHALBHAI K.PATEL,GUJ,GANDHINAGAR,W
TIMES TODAY,VITHALBHAI K.PATEL,GUJ,GANDHINAGAR,W
CITIZEN TIMES,DARSHAN VISHNUPRASAD RAVAL,GUJ,GANDHINAGAR,W
BHARAT TIMES,LAXMANBHAI B. PATEL,GUJ,GANDHINAGAR,W
TIMES TODAY,VITHALBHAI K.PATEL,GUJ,GANDHINAGAR,W
ARYAVART TIMES,HARISH RANA,GUJ,GANGHINAGAR,F
SAMVEDANA TIMES,RASIKBHAI KALABHAI CHAVADA,GUJ,GIR SOMNATH,W
UNA DIU TIMES,VADHER MAVJIBHAI CHHAGANBHAI,GUJ,GIR SOMNATH,W
PANCHAYAT TIMES,VIJAYSINH SAHADEVSINH CHUDASAMA,GUJ,JAMNAGAR,M
DWARKA TIMES,HASMUKHLAL K VITHLAN,GUJ,JAMNAGAR,W
DEV BHOOMI DHARTI TIMES,BHAGVANJIBHAI HEMRAJBHAI THOBHANI,GUJ,JAMNAGAR,W
HALAR TIMES,PRAKRAMSINH KARANSINH ZALA,GUJ,JAMNAGAR,W
JAMNAGAR TIMES,PANDYA HARDIK KISHORBHAI,GUJ,JAMNAGAR,W
GIRNAR TIMES,BLOCH AARIFBHAI BABUBHAI,GUJ,JUNAGADH,DE
CITY TIMES,HANSHABEN S.JOSHI,GUJ,JUNAGADH,W
GIRNAR TIMES,BLOCH AARIFBHAI BABUBHAI,GUJ,JUNAGADH,W
DHARMARAJ TIMES,JAYSWAL PALAK BHARTKUMAR,GUJ,JUNAGADH,W
THE PYRAMID TIMES,MUNJAL AMBUBHAI SHAH,GUJ,KHEDA,F
CHAROTAR TIMES,PRASHANT JASHBHAI DESAI,GUJ,KHEDA,W
NEW LOK TIMES,RONAK N. PATEL,GUJ,KHEDA,W
TARAPUR TIMES,RAMANBAHI DAHYABHAI PATEL,GUJ,KHEDA,W
PRISHA TIMES,KRISHNA HIREN BAROT,GUJ,KHEDA,W
BHACHAU TIMES,ASLAM ALARAKHA SOLANKI,GUJ,KUTCH,BM
GANDHIDHAM TIMES,D.D. DADLANI,GUJ,KUTCH,F
THE KANDLA TIMES,HUKUMAT SINGH R. VASWANI,GUJ,KUTCH,F
THE TIMES OF MAHISAGAR,THAKOR MAHESHKUMAR KIRITSINH,GUJ,MAHISAGAR,W
UTTAR GUJRAT WESTERN TIMES,WESTERN TIMES PUBLICATION PVT. LTD.,GUJ,MEHSANA,D
SAAMNA TIMES,SHIV DARSHAN PRAKASHAN,GUJ,MEHSANA,D
VIJAPUR TIMES,JASHUBHAI G. CHAUDHARY,GUJ,MEHSANA,F
RAILWAY TIMES,R.M.THAKKAR,GUJ,MEHSANA,F
CRIME TIMES,YOGI RAJESHKUMAR HARGOVANBHAI,GUJ,MEHSANA,F
SIDDHRAJ TIMES,P D PATEL,GUJ,MEHSANA,M
MEHSANA TIMES,PATEL PAYAL RAVI KUMAR,GUJ,MEHSANA,W
TIRUPATI TIMES,NARENDRAKUMAR M.MEHTA,GUJ,MEHSANA,W
KRUSHI TIMES,CHAUDHARI RAJESH SUBHASHCHANDRA,GUJ,MEHSANA,W
KHERALU TIMES,SANJAY KUMAR BHAILABHAI BAROT,GUJ,MEHSANA,W
WORLD TIMES,MOHAMMAD SULTAN FAKIR SHAIKH,GUJ,MEHSANA,W
PUBLIC TIMES,RAJENDRA VISHNU PRASAD THAKER,GUJ,MEHSANA,W
TIMES OF CERAMIC,MAYUR KISHANBHAI BUDDHABHATTI,GUJ,MORBI,A
MORBI TIMES,JANAKBALA DEVIPRASAD BHATT,GUJ,MORBI,F
S.K.TIMES,SHAILESH MANSUKHBHAI MEHTA,GUJ,MORBI,W
CHAROTTAR WESTERN TIMES,WESTERN TIMES PUBLICATION PVT. LTD.,GUJ,NADIAD,D
GUJARAT TIMES,PARIKH WORLDWIDE MEDIA PVT. LTD.,GUJ,NADIAD,W
PURNESHWAR TIMES,PRADEEP A.PANDEY,GUJ,NAVSARI,F
NAVSARI TIMES,SUNIL RATANLAL MITTAL,GUJ,NAVSARI,W
THE TIMES OF BILIMORA,RAJAN SUBHASHCHANDRA GANDHI,GUJ,NAVSARI,W
DANTA TIMES,SHARAD K. PATEL,GUJ,PALANPUR,W
BHILDI TIMES,BABULAL M.THAKKAR,GUJ,"PALANPUR,BANASKANTHA",W
BHAGAT TIMES,MERAMBHAI R. BALECH,GUJ,"PALANPUR,BANASKANTHA",W
PANNCHMAHAL WESTERN TIMES,"WESTERN TIMES PUBLICATION PVT. LTD.,",GUJ,PANCH MAHALS,D
GLOBAL TIMES,VANZARA SURESHBHAI SHAMBHUBHAI,GUJ,PANCH MAHALS,F
NAVJIVAN MEDICAL TIMES,DR.SUNILKUMAR PRABHUDAS PATEL,GUJ,PANCH MAHALS,F
VEJALPUR TIMES,KACCHIA YOGESH KUMAR CHANDULAL,GUJ,PANCH MAHALS,F
ZAYAAN TIMES,MAMNI VASIM ABDULRAZZAK,GUJ,PANCH MAHALS,F
TIMEPASS TIMES,MOLAVI TAHERABANU,GUJ,PANCH MAHALS,F
CHAMUNDA TIMES,GOVIND MAGAJI MARVADI,GUJ,PANCH MAHALS,W
MADHYA TIMES,HABIB VAJIUDDIN PRESSWALA,GUJ,PANCH MAHALS,W
PANCHMAHAL TIMES,ANWARBHAI A. KAPADIA,GUJ,PANCH MAHALS,W
QUICK TIMES,SURESH KUMAR SHANTILAL SHAH,GUJ,PANCH MAHALS,W
PANCHMAHAL TIMES,SHRI KANAIYALAL MANEKLAL MOTIWALA,GUJ,PANCH MAHALS,W
KALI TIMES,MANUBHAI SUMARMAL ADVANI,GUJ,PANCH MAHALS,W
SHRI ASAIT TIMES,CHANDRIKA K. NAIK,GUJ,PATAN,M
PATAN TIMES,JAYANTILAL AMBALAL KHAMAR,GUJ,PATAN,W
DEEP TIMES,BRAHAMAKSHATRIYA DIPAK C.,GUJ,PATAN,W
PINAL TIMES,VISHAL JAYANTILAL DARJI,GUJ,PATAN,W
SARASVATI TIMES,ALKESH ISHWARLAL MODI,GUJ,PATAN,W
PATAN TIMES,HITENDRA KUMAR M. BRAHMAKSHATRIYA,GUJ,PATAN,W
VANRAJ TIMES,GHANSHYAMBHAI RAMANLAL PARIKH,GUJ,PATAN,W
VADHIYAR TIMES,KOTAK UMAKANT KANAIYALAL,GUJ,PATAN,W
JAFARI TIMES,SUGARABEN ABBASBHAI MOMIN,GUJ,PATAN,W
UNITED TIMES,MAHENDRA SURESH AYALANI,GUJ,RAJKOT,F
CHILDREN TIMES,PRITIBEN HITESHBHAI FUMAKIYA,GUJ,RAJKOT,F
KAIZEN TIMES,VASIM VAHIDBHAI MAKADA,GUJ,RAJKOT,F
KNOWLEDGE TIMES,BABULAL CHANABHAI GUJARATI,GUJ,RAJKOT,F
SAMPATTI TIMES,SHRADDHA RAJESH DATTANI,GUJ,RAJKOT,F
TIMES OF KHATRI,HALAI MUSLIM KHATRI TRUST,GUJ,RAJKOT,M
SURFACE COATING TIMES,AKBARALI BHARMAL,GUJ,RAJKOT,M
SHRIGURU TIMES,DEVENDER MAHAVIR PRASAD SONI,GUJ,RAJKOT,M
MEDISOFT TIMES,VIPUL BHARATBHAI VYAS,GUJ,RAJKOT,M
SELF FINANCE SCHOOLS TIMES,SVANIRBHAR SHALA SANCHALAK MAHAMANDAL GUJARAT,GUJ,RAJKOT,M
GUJARAT INDUSTRIAL TIMES,RAJESH MAGANLAL PATEL,GUJ,RAJKOT,M
THE GENIUS TIMES,DIMPLE MEHTA,GUJ,RAJKOT,M
THE GARDI TIMES,D.V. MEHTA,GUJ,RAJKOT,M
CHARANIYA TIMES,CHAUHAN PRAVINBHAI HAKABHAI,GUJ,RAJKOT,M
INNOVATION TIMES,PRAKASH DANGAR,GUJ,RAJKOT,M
BHUDEV TIMES,TEJAS ANILBHAI TRIVEDI,GUJ,RAJKOT,M
BRAHM KARMACHARI TIMES,JAYDEEP J.UPADHYAY,GUJ,RAJKOT,M
ENGINEERING TIMES,BIPINKUMAR H.YAGNIK,GUJ,RAJKOT,M
RAJKOT EPA TIMES,FAMILY PHYSICIANS,GUJ,RAJKOT,M
KATHIAWAR TIMES,A T WAZIRANI,GUJ,RAJKOT,W
RAJKOT TIMES,KALIDAS SOMANI,GUJ,RAJKOT,W
DHORAJI TIMES,SAIYED M. ALIMIYA,GUJ,RAJKOT,W
THE POLITICS TIMES,ASHWIN KUMAR S. VASHISHTH,GUJ,RAJKOT,W
AYURVED TIMES,KALPANA PUBLICATIONS,GUJ,RAJKOT,W
FREEDOM TIMES,K. AJEESH CHACKO,GUJ,RAJKOT,W
TIMES OF JOB,DRUPAD RASIKBHAI BHATT,GUJ,RAJKOT,W
PRESENT TIMES,GANDHI JIGAR ASHOKKUMAR,GUJ,SABAR KANTHA,W
ARKAN TIMES,MANSURI MO. SHAFI ALIBHAI,GUJ,SABAR KANTHA,W
ARVALLI TIMES,HARDIK M. DESAI,GUJ,SABARKANTHA,D
AVADH TIMES,BHARAT KUMAR DEVRAJBHAI CHAUHAN,GUJ,SURAT,D
THE SATYAM TIMES,SANKET MEDIA PVT.LTD,GUJ,SURAT,D
SAVERA INDIA TIMES,NARESH AGARWAL,GUJ,SURAT,D
KHETESHWAR TIMES,RAJPUROHIT TULSABHAI MODAJI,GUJ,SURAT,D
SUSHILA TIMES,RAJENDRA DINKAR CHAUDHARY,GUJ,SURAT,D
SHRADDHA TIMES,VIPULBHAI CHHOTUBHAI PATEL,GUJ,SURAT,D
NAVSHAKTI TIMES,JIGAR ASHOK KUMAR VYAS,GUJ,SURAT,D
NAVBHARAT TIMES,MANOJKUMAR BAPUBHAI SHINDE,GUJ,SURAT,D
GAURAV SAMANA TIMES,NATVARLAL GULABBHAI DESAI,GUJ,SURAT,D
SAAMNA TIMES,SHIV DARSHAN PRAKASHAN,GUJ,SURAT,D
SAMPRABHUTA TIMES,ROHTASH BALWANSINGH YADAV,GUJ,SURAT,D
NEW SURAT TIMES,SHREE SAI PRAKASHAN PVT.LTD.,GUJ,SURAT,D
SATRAL TIMES,MANISH N.GHANTIWALA,GUJ,SURAT,D
VIDHATA TIMES,MANSURI ALLAUDIN VAJIR,GUJ,SURAT,D
THE SATYAM TIMES,SANKET MEDIA PVT.LTD,GUJ,SURAT,D
DHANDAYI TIMES,SWATI HEMANT SONAR,GUJ,SURAT,D
NAVGUJARAT TIMES,SHREE SAI PRAKASHAN PVT.LTD,GUJ,SURAT,D
NASHEMAN TIMES,KHALIK RAFIK KAJEE,GUJ,SURAT,D
VARACHHA TIMES,DIPAKBHAI PARSHOTAMBHAI DHAKAN,GUJ,SURAT,D
SARATHI TIMES,SWATI HEMANT SONAR,GUJ,SURAT,D
OJHHAL TIMES,JIVANBHAI JAGANBHAI PANPATIL,GUJ,SURAT,D
DIAMOND TIMES,ARJUN POPATBHAI VIRANI,GUJ,SURAT,F
